comb	combustivel	cilindros	potencia	peso
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	6	3.9	0
2500	1	6	3.9	0
2500	1	6	3.9	0
2500	1	6	3.9	0
2500	1	6	3.9	0
2500	1	6	3.9	0
2500	1	6	3.9	0
2500	1	8	5.2	0
2500	1	6	4.9	0
2500	1	6	4.9	0
2500	1	6	4.9	0
2500	1	6	4.9	0
2500	1	8	5	0
2500	1	6	4.9	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	6	4.9	0
2500	1	8	5	0
2500	1	6	4.9	0
2500	1	6	4.9	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	6	3.8	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	8	4.5	95
2500	1	6	3.1	0
2500	1	6	3.4	0
2500	1	6	3.4	0
2500	1	6	3.4	0
2500	1	6	3.4	0
2500	1	6	3.4	0
2500	1	6	4	93
2500	1	6	4	0
2500	1	6	3	0
2500	1	6	3	0
2500	1	6	3	0
2500	1	6	3	94
2500	1	6	3.8	109
2500	1	4	3	0
2500	1	4	3	0
2500	1	6	3.6	0
2500	1	6	3.6	0
2500	1	6	3	0
2500	1	6	2.8	86
2500	1	6	2.8	82
2500	1	8	4.9	113
2500	1	8	4.9	0
2500	1	8	4.9	106
2500	1	6	4.3	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	6	4.3	0
2500	1	6	3.9	0
2500	1	6	3.9	0
2500	1	6	3.9	0
2500	1	6	3.9	0
2500	1	6	3.9	0
2500	1	6	3.9	0
2500	1	6	3.9	0
2500	1	8	5.2	0
2500	1	6	3.9	0
2500	1	6	3.9	0
2500	1	8	5	0
2500	1	6	4.9	0
2500	1	8	5	0
2500	1	6	4.9	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	6	4.9	0
2500	1	8	5	0
2500	1	6	4.9	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	6	3.8	0
2500	1	6	4.3	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	6	4.3	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	4.5	95
2500	1	6	3.2	0
2500	1	6	3.4	0
2500	1	6	3.4	0
2500	1	6	3.4	0
2500	1	6	3.4	0
2500	1	6	3.4	0
2500	1	8	5.2	0
2500	1	6	4	0
2500	1	6	3	0
2500	1	6	3	0
2500	1	6	3	0
2500	1	6	3.6	0
2500	1	6	3.6	0
2500	1	8	4.9	0
2500	1	6	3	0
2500	1	6	3	0
2500	1	8	3.1	91
2500	1	8	3	91
2500	1	8	3.1	91
2500	1	8	3.1	89
2500	1	8	4	91
2500	1	8	4	101
2500	1	8	4	105
2500	1	8	4.9	110
2500	1	6	4.3	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	6	4.3	0
2500	1	6	4.3	0
2500	1	6	4.3	0
2500	1	6	4.3	0
2500	1	8	5	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	6	4.9	0
2500	1	6	4.9	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	6	4.9	0
2500	1	8	5	0
2500	1	6	4.9	0
2500	1	8	5	0
2500	1	6	4.9	0
2500	1	8	5	0
2500	1	6	4.3	0
2500	1	8	5	0
2500	1	6	4.3	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	6	4.3	0
2500	1	6	4.3	0
2500	1	6	4.3	0
2500	1	8	5.7	0
2500	1	8	4.5	95
2500	1	6	3.2	0
2500	1	6	4	0
2500	1	8	5.2	0
2500	1	6	4	0
2500	1	6	3	0
2500	1	6	3	0
2500	1	8	3	91
2500	1	8	4	100
2500	1	8	4	107
2500	1	8	4	0
2500	1	8	4.9	117
2500	1	6	4.3	0
2500	1	6	4.3	0
2500	1	6	5.2	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	6	4.3	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	6	4.3	0
2500	1	6	4.3	0
2500	1	6	4.3	0
2500	1	6	4.3	0
2500	1	6	5.2	0
2500	1	6	4.3	0
2500	1	8	5.2	0
2500	1	6	3.9	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	6	4.9	0
2500	1	6	4.9	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	6	4.9	0
2500	1	8	5	0
2500	1	6	4.9	0
2500	1	8	5	0
2500	1	6	4.3	0
2500	1	6	5.2	0
2500	1	6	4.3	0
2500	1	6	4.3	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	6	4.3	0
2500	1	6	4.3	0
2500	1	6	4.3	0
2500	1	6	5.2	0
2500	1	8	5	0
2500	1	6	4.3	0
2500	1	8	4.5	95
2500	1	6	3.2	0
2500	1	6	3.2	0
2500	1	8	5.2	0
2500	1	6	4	0
2500	1	8	4	102
2500	1	6	3.6	0
2500	1	6	3	0
2500	1	6	3	0
2500	1	6	3.2	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	6	3.9	0
2500	1	8	5.2	0
2500	1	6	3.9	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	6	3.9	0
2500	1	8	5.2	0
2500	1	6	3.9	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	6	4.9	0
2500	1	8	5	0
2500	1	6	4.9	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	6	4.9	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	4.5	95
2500	1	6	3.2	0
2500	1	6	4	102
2500	1	8	5.2	0
2500	1	8	5	0
2500	1	6	3.6	0
2500	1	6	3.2	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	8	5.2	0
2500	1	6	3.9	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	6	4.2	0
2500	1	8	4.6	0
2500	1	6	4.2	0
2500	1	8	5.4	0
2500	1	8	4.6	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	8	5.4	0
2500	1	8	4.6	0
2500	1	8	5.4	0
2500	1	8	4.6	0
2500	1	8	4.6	0
2500	1	8	4.6	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	6	3.2	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	6	3.6	0
2500	1	6	2.5	0
2500	1	6	2.8	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	6	3.9	0
2500	1	8	5.2	0
2500	1	6	3.9	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	6	4.2	0
2500	1	8	4.6	0
2500	1	8	4.6	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	8	5.4	0
2500	1	8	4.6	0
2500	1	8	4.6	0
2500	1	8	4.6	0
2500	1	8	4.6	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	4	94
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	6	4	0
2500	1	8	4.3	88
2500	1	6	3.2	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	6	3.6	0
2500	1	6	3.6	0
2500	1	6	2.5	0
2500	1	8	4.7	0
2500	1	12	5.4	107
2500	1	6	4.3	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	6	4.3	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5.2	0
2500	1	6	3.9	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	6	3.9	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	6	3.9	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	6	4.2	0
2500	1	8	4.6	0
2500	1	6	4.2	0
2500	1	8	4.6	0
2500	1	8	5.4	0
2500	1	6	4.2	0
2500	1	8	4.6	0
2500	1	8	5	0
2500	1	8	5.4	0
2500	1	8	4.6	0
2500	1	8	4.6	0
2500	1	8	4.6	0
2500	1	8	4.6	0
2500	1	8	5.4	0
2500	1	8	4.6	0
2500	1	8	4.6	0
2500	1	6	4.3	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	5	0
2500	1	8	5.3	0
2500	1	8	5.7	0
2500	1	6	4.3	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	8	4	100
2500	1	8	4	94
2500	1	8	4	0
2500	1	8	5.4	0
2500	1	6	3.2	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	6	3.4	0
2500	1	6	3.4	0
2500	1	6	2.5	0
2500	1	6	2.8	0
2500	1	6	4.3	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	8	5.3	0
2500	1	8	5.7	0
2500	1	8	4.8	0
2500	1	8	5.7	0
2500	1	8	4.8	0
2500	1	8	5.3	0
2500	1	8	5.7	0
2500	1	6	3.9	0
2500	1	8	5.2	0
2500	1	6	3.9	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	6	3.9	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	8	5.2	0
2500	1	8	4.7	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	6	4.2	0
2500	1	6	4.2	0
2500	1	6	4.2	0
2500	1	8	4.6	0
2500	1	8	4.6	0
2500	1	8	5.4	0
2500	1	8	4.6	0
2500	1	8	5.7	0
2500	1	6	4.3	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	8	5.3	0
2500	1	8	4.8	0
2500	1	8	5.7	0
2500	1	8	4.8	0
2500	1	8	5.3	0
2500	1	8	5.7	0
2500	1	8	4	99
2500	1	8	4	0
2500	1	8	4	0
2500	1	8	3.9	104
2500	1	8	3.9	104
2500	1	8	5	0
2500	1	8	5.5	95
2500	1	8	5	106
2500	1	8	5	0
2500	1	6	3.4	0
2500	1	6	3.4	0
2500	1	6	3.2	0
2500	1	8	4.7	0
2500	1	6	2.8	0
2500	1	6	3.5	0
2500	1	6	3.2	0
2500	1	6	3.2	0
2500	1	6	4.3	0
2500	1	6	4.3	0
2500	1	8	5	0
2500	1	6	4.3	0
2500	1	8	4.8	0
2500	1	8	5.3	0
2500	1	6	4.3	0
2500	1	8	4.8	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	4.8	0
2500	1	8	5.3	0
2500	1	8	5.7	0
2500	1	8	4.7	0
2500	1	6	3.9	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	8	5.2	0
2500	1	8	5.2	0
2500	1	6	3.9	0
2500	1	8	5.2	0
2500	1	6	3.9	0
2500	1	8	5.2	0
2500	1	6	3.9	0
2500	1	8	5.2	0
2500	1	6	4.2	0
2500	1	6	4.2	0
2500	1	6	4.2	0
2500	1	8	5.4	0
2500	1	8	5.4	0
2500	1	8	4.6	0
2500	1	8	5.4	0
2500	1	8	4.6	0
2500	1	6	4.3	0
2500	1	6	4.3	0
2500	1	8	5	0
2500	1	8	5.7	0
2500	1	8	4.8	0
2500	1	8	5.3	0
2500	1	6	4.3	0
2500	1	8	4.8	0
2500	1	6	4.3	0
2500	1	8	5.3	0
2500	1	8	4.8	0
2500	1	8	5.3	0
2500	1	6	4.3	0
2500	1	8	4	0
2500	1	8	4	0
2500	1	8	3.9	104
2500	1	8	3.9	104
2500	1	8	5	0
2500	1	8	5.4	0
2500	1	6	3.2	0
2500	1	8	5	106
2500	1	8	5.4	106
2500	1	8	5	0
2500	1	6	3.5	0
2500	1	6	3.4	0
2500	1	6	3.4	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	6	3.5	0
2500	1	6	3.2	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	6	4.3	0
2500	1	6	4.3	0
2500	1	8	5.7	0
2500	1	6	4.3	0
2500	1	8	5.3	0
2500	1	8	4.8	0
2500	1	8	5.3	0
2500	1	6	4.3	0
2500	1	8	4.8	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	4.8	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.7	0
2500	1	6	3.9	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	6	3.9	0
2500	1	6	3.9	0
2500	1	6	3.9	0
2500	1	6	4.2	0
2500	1	8	4.6	0
2500	1	6	4.2	0
2500	1	6	4.2	0
2500	1	8	4.6	0
2500	1	8	4.6	0
2500	1	8	4.6	0
2500	1	8	5.4	0
2500	1	8	4.6	0
2500	1	8	3.9	0
2500	1	6	4.3	0
2500	1	8	5.7	0
2500	1	6	4.3	0
2500	1	8	5.7	0
2500	1	8	5.3	0
2500	1	8	4.8	0
2500	1	8	5.3	0
2500	1	6	4.3	0
2500	1	8	4.8	0
2500	1	6	4.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	4.8	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	4	0
2500	1	8	4	0
2500	1	8	4.7	0
2500	1	6	4	0
2500	1	6	2.5	0
2500	1	8	3.9	104
2500	1	8	3.9	104
2500	1	6	3.2	89
2500	1	8	5	0
2500	1	8	5.4	0
2500	1	8	5.4	0
2500	1	8	5	106
2500	1	8	5.4	106
2500	1	8	5	0
2500	1	8	4.6	0
2500	1	8	4	0
2500	1	8	3.9	0
2500	1	6	3.6	0
2500	1	6	3.6	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	6	3.5	0
2500	1	6	2.7	0
2500	1	6	2.7	0
2500	1	8	4.4	93
2500	1	8	4.4	97
2500	1	6	3.2	0
2500	1	6	3.2	0
2500	1	6	3.2	0
2500	1	8	5.3	0
2500	1	8	4.6	0
2500	1	6	4.3	0
2500	1	6	4.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	6	4.3	0
2500	1	6	4.3	0
2500	1	8	4.8	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	6	4.3	0
2500	1	8	4.8	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	4.8	0
2500	1	8	5.3	0
2500	1	8	4.8	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.9	0
2500	1	6	3.9	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	8	5.7	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	6	3.9	0
2500	1	8	5.2	0
2500	1	8	5.9	0
2500	1	8	5.2	0
2500	1	6	4.2	0
2500	1	8	4.6	0
2500	1	8	5.4	0
2500	1	6	4.2	0
2500	1	8	4.6	0
2500	1	8	4.6	0
2500	1	8	5.4	0
2500	1	8	4.6	0
2500	1	8	5.4	0
2500	1	8	5.4	0
2500	1	8	4.6	0
2500	1	8	4.6	0
2500	1	8	5.3	0
2500	1	6	4.3	0
2500	1	6	4.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	4.8	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	6	4.3	0
2500	1	8	4.8	0
2500	1	6	4.3	0
2500	1	8	4.8	0
2500	1	8	5.3	0
2500	1	8	4.8	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	4.2	98
2500	1	8	4.2	0
2500	1	8	4.2	0
2500	1	8	4.6	0
2500	1	8	4.6	0
2500	1	6	3.2	89
2500	1	8	5	0
2500	1	8	5	97
2500	1	8	4.3	106
2500	1	6	3.2	0
2500	1	8	4.6	109
2500	1	8	4	0
2500	1	6	3.6	0
2500	1	6	3.6	0
2500	1	6	3.6	0
2500	1	6	3.6	0
2500	1	8	4.6	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	6	3.5	0
2500	1	6	2.7	0
2500	1	6	2.7	0
2500	1	8	4.4	99
2500	1	8	4.4	0
2500	1	6	3.2	0
2500	1	6	3.2	0
2500	1	6	3.2	0
2500	1	6	2.5	0
2500	1	6	3	0
2500	1	8	5.7	99
2500	1	8	5.3	0
2500	1	6	3.6	0
2500	1	6	3.6	0
2500	1	6	4.3	0
2500	1	6	4.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	6	0
2500	1	8	5.3	0
2500	1	8	4.8	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	8	5.7	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	8	5.7	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	8	5.7	0
2500	1	8	4.7	0
2500	1	8	5.4	0
2500	1	8	5.4	0
2500	1	8	5.4	0
2500	1	8	4.6	0
2500	1	8	4.6	0
2500	1	8	5.4	0
2500	1	6	4.3	0
2500	1	6	4.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	6	0
2500	1	6	4.3	0
2500	1	8	5.3	0
2500	1	6	4.3	0
2500	1	8	4.8	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.6	0
2500	1	8	5.6	0
2500	1	8	5.3	0
2500	1	8	4.2	0
2500	1	8	4.2	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	8	5	0
2500	1	8	5	97
2500	1	8	5	96
2500	1	8	4.3	106
2500	1	8	5	106
2500	1	8	5	0
2500	1	6	3.2	0
2500	1	8	4.6	109
2500	1	6	3.8	0
2500	1	8	5.6	0
2500	1	8	5.6	0
2500	1	8	5.6	0
2500	1	8	5.6	0
2500	1	8	5.7	0
2500	1	6	3.6	0
2500	1	6	3.6	0
2500	1	6	3.6	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	6	3.5	0
2500	1	6	2.7	0
2500	1	6	2.7	0
2500	1	8	4.4	99
2500	1	8	4.4	0
2500	1	6	3.2	0
2500	1	6	3.2	0
2500	1	6	3.2	0
2500	1	6	2.5	0
2500	1	6	3	0
2500	1	8	4.6	104
2500	1	6	4.3	0
2500	1	6	4.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	6	4.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	6	4.2	0
2500	1	8	5.3	0
2500	1	6	4.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	4.7	0
2500	1	8	5.7	0
2500	1	8	4.7	0
2500	1	8	5.7	0
2500	1	8	4.7	0
2500	1	8	5.7	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	8	5.4	0
2500	1	8	5.4	0
2500	1	8	5.4	0
2500	1	8	4.6	0
2500	1	8	4.6	0
2500	1	8	5.4	0
2500	1	6	4.2	0
2500	1	6	4.2	0
2500	1	6	4.3	0
2500	1	6	4.3	0
2500	1	6	4.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.6	0
2500	1	8	5.6	0
2500	1	8	4.2	0
2500	1	8	4.2	0
2500	1	8	5.7	0
2500	1	8	5.7	0
2500	1	6	4	0
2500	1	6	4	0
2500	1	8	4.4	0
2500	1	8	5	0
2500	1	8	5.4	0
2500	1	8	4.3	106
2500	1	8	5	106
2500	1	8	5	0
2500	1	6	4	0
2500	1	8	4.6	0
2500	1	6	4	0
2500	1	6	3.8	0
2500	1	8	5.6	0
2500	1	8	5.6	0
2500	1	8	5.6	0
2500	1	8	5.6	0
2500	1	8	5.6	0
2500	1	8	5.6	0
2500	1	6	3.6	0
2500	1	6	3.6	0
2500	1	5	2.5	0
2500	1	6	3.5	0
2500	1	6	3.2	0
2500	1	6	3.2	0
2500	1	6	3.2	0
2500	1	6	3	0
2500	1	6	3.2	0
2500	1	6	3.2	0
2500	1	8	4.6	0
2500	1	8	6	99
2500	1	8	4.6	0
2500	1	8	4.6	0
2500	1	8	4.6	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	6	4.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	8	5.7	0
2500	1	8	4.7	0
2500	1	8	5.4	0
2500	1	8	5.4	0
2500	1	8	5.4	0
2500	1	8	5.4	0
2500	1	8	5.4	0
2500	1	8	5.4	0
2500	1	6	4.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.6	0
2500	1	8	5.6	0
2500	1	8	4.2	98
2500	1	6	3	90
2500	1	8	4.2	0
2500	1	8	4.2	0
2500	1	8	5.7	0
2500	1	6	4	0
2500	1	6	4	0
2500	1	8	4.4	0
2500	1	8	4.2	0
2500	1	8	4.4	0
2500	1	8	4.2	0
2500	1	8	4.4	0
2500	1	8	5.4	0
2500	1	8	5.4	89
2500	1	8	5	0
2500	1	8	5.4	0
2500	1	8	4.3	106
2500	1	8	5	106
2500	1	8	5	0
2500	1	6	3.8	0
2500	1	8	5.6	0
2500	1	8	5.6	0
2500	1	8	5.6	0
2500	1	8	5.6	0
2500	1	8	5.6	0
2500	1	8	5.6	0
2500	1	8	4.7	0
2500	1	5	2.5	0
2500	1	6	3.7	0
2500	1	6	3.2	0
2500	1	6	3.2	0
2500	1	8	6	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	6	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	8	5.7	0
2500	1	8	4.7	0
2500	1	8	4.7	0
2500	1	8	5.4	0
2500	1	8	5.4	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	5.3	0
2500	1	8	6	0
2500	1	6	3.5	0
2500	1	8	4.2	98
2500	1	8	5.7	0
2500	1	8	4	0
2500	1	8	4.4	0
2500	1	8	4.2	0
2500	1	8	4.4	0
2500	1	8	4.2	0
2500	1	8	5.4	0
2500	1	8	5.4	0
2500	1	8	5.4	0
2500	1	8	5.5	0
2500	1	8	5.5	0
2500	1	6	3.5	107
2500	1	8	5.5	109
2500	1	6	3.8	0
2500	1	8	5.6	0
2500	1	8	5.6	0
2500	1	8	5.6	0
2500	1	8	5.6	0
2500	1	6	4	0
2500	1	8	5.6	0
2500	1	8	5.6	0
2500	1	8	5.6	0
2500	1	8	5.6	0
2500	1	8	4.6	0
2500	1	6	4	0
2500	1	8	5.7	0
2500	1	5	2.5	0
